24.892734,9.850767
24.684954,9.465472
23.644347,34.564044
21.100671,42.130326
22.955454,30.705734
24.638341,7.88458
25.040699,11.768772
23.54397,25.234871
21.468527,39.081484
21.367343,44.753209
24.142977,22.648321
24.175977,18.746124
24.615812,8.04633
23.932766,23.912114
24.934212,7.083588
23.232117,30.5012
24.762299,9.398212
24.731789,8.369391
23.980779,22.970079
24.261043,12.068178
24.638248,9.539556
40.445810,42.771578
41.936680,27.347151
24.570322,8.031201
30.351662,12.698061
28.237126,35.870689
24.620852,8.122355
24.837604,9.119952
22.963950,27.662893
23.683672,22.973635
31.400932,17.426451
26.121167,36.710807
24.065003,24.542181
28.393990,10.046713
22.948299,28.703917
19.986571,50.085430
24.633504,9.496066
30.642108,12.012489
24.992763,23.121342
28.718900,10.674161
25.849335,9.130128
30.388097,10.681631
30.560095,11.538403
24.589074,9.577561
24.378521,9.737177
28.512509,35.624279
24.592850,12.844466
29.435184,28.056097
25.069779,27.984483
28.661701,9.298208
22.297439,34.687503
24.761054,9.082116
24.747945,20.179340
27.544655,37.514469
23.986723,22.807893
24.166683,8.696339
26.679280,30.600351
31.221912,12.798531
23.775284,20.891050
25.560987,9.043857
21.001712,42.378106
24.620967,9.270752
29.472692,28.514645
24.672002,8.962736
30.893611,12.871474
31.632351,14.442523
29.591818,29.443309
22.747019,32.842697
31.014544,13.182216
25.175270,18.914045
30.930047,12.848133
21.599700,35.703329
29.701209,10.625396
23.661626,20.532795
31.117562,14.062674
27.547728,37.422638
30.602837,12.133951
24.585974,9.025603
24.604239,7.839583
24.699925,8.471237
26.046137,8.383386
24.600150,8.053179
25.942499,49.461616
23.982051,29.196793
24.258988,16.430442
24.235635,8.501683
24.743297,7.756447
25.565702,8.700709
24.494815,8.613562
24.372730,8.421303
30.720415,12.499474
24.808733,8.484647
24.323747,7.634445
25.590729,9.421753
24.325128,7.927762
30.695316,12.962679
